total agg sel cond group having orderby limit
0.094750742819412342 0.16474083856058105 0.59487560341626444 0.53318077803203656 0.54206807964033399 0.0 0.70423661071143084 0.8881650380021715
0.09689666556619346 0.16424562561901618 0.58410694392870399 0.54643557880967952 0.58419023136246784 0.0 0.72022382094324544 0.88165038002171547
0.097722020468801588 0.16655661934631891 0.60133754412037899 0.55708210664049718 0.55012853470437018 0.0 0.71599999999999997 0.88695652173913042
0.1011885110597557 0.16870254209310004 0.61978103544256824 0.57212953876349359 0.58354755784061696 0.0 0.68720000000000003 0.88913043478260867
0.099372730274017829 0.16655661934631891 0.63033791310805798 0.55429128738621591 0.59181062060140754 0.0 0.73119999999999996 0.89130434782608692
0.097887091449323213 0.16738197424892703 0.6221027257556091 0.55479228001308467 0.5676715843489416 0.0 0.72399999999999998 0.89021739130434785
0.10201386596236382 0.16952789699570817 0.63107156099369666 0.56358287021902587 0.57820512820512826 0.0 0.60570071258907365 0.83421330517423442
0.10349950478705844 0.16969296797622979 0.64068299925760952 0.56344015696533678 0.60411311053984573 0.0 0.69114126097366324 0.86580086580086579
0.10482007263123143 0.16820732915153516 0.63454038997214479 0.58352402745995424 0.59087989723827872 0.0 0.7089314194577353 0.88324324324324321
0.10283922086497194 0.16969296797622979 0.64632789317507422 0.54018874064432154 0.57507987220447288 0.0 0.73940847322142289 0.89033659066232351
0.10069329811819082 0.16936282601518654 0.62989786443825446 0.54067298268539687 0.60796915167095111 0.0 0.73360000000000003 0.8793478260869565
0.1066358534169693 0.16936282601518654 0.65152077151335308 0.5887544949329846 0.62082262210796912 0.0 0.73919999999999997 0.89130434782608692
0.10746120831957742 0.16787718719049191 0.64162493043962154 0.60954872465663834 0.61439588688946012 0.0 0.73519999999999996 0.88828633405639912
0.10135358204027732 0.16754704522944866 0.63055555555555554 0.58442408376963351 0.62403598971722363 0.0 0.74719999999999998 0.89130434782608692
0.10894684714427204 0.16952789699570817 0.66592427616926508 0.61465489041543997 0.59987154784842645 0.0 0.74920127795527158 0.88937093275488066
0.10746120831957742 0.16886761307362166 0.67112597547380159 0.60215756783262508 0.60604113110539848 0.0 0.72240000000000004 0.82826086956521738
0.10911191812479366 0.17035325189831627 0.65843239227340267 0.60509970578620464 0.61513790891597175 0.0 0.72960000000000003 0.89130434782608692
0.10977220204688015 0.17018818091779464 0.68034918276374445 0.61588754494932985 0.62491971740526653 0.0 0.62470119521912348 0.87405812701829921
0.11373390557939914 0.17134367778144602 0.68573551263001487 0.63002944062806676 0.59087989723827872 0.0 0.73599999999999999 0.8880434782608696
0.11125784087157478 0.17068339385935952 0.68047557124280145 0.62516339869281046 0.57069408740359895 0.0 0.752 0.8870792616720955
0.11175305381313964 0.16985803895675139 0.67722808967945158 0.63047743623283192 0.58290488431876608 0.0 0.74880000000000002 0.89130434782608692
0.11059755694948828 0.16952789699570817 0.68183506686478457 0.61530912659470072 0.61335902376364804 0.0 0.748 0.89130434782608692
0.10977220204688015 0.17101353582040277 0.6820037105751392 0.62185970636215337 0.63817480719794339 0.0 0.748 0.89130434782608692
0.11307362165731265 0.17035325189831627 0.68833580980683506 0.62908496732026142 0.63753213367609252 0.0 0.75839999999999996 0.88720173535791758
0.11224826675470452 0.17018818091779464 0.69749303621169911 0.6327665140614781 0.65038560411311053 0.0 0.75360000000000005 0.89130434782608692
0.10993727302740178 0.16886761307362166 0.68089053803339517 0.63309352517985606 0.64331619537275064 0.0 0.74239999999999995 0.89130434782608692
0.11175305381313964 0.17134367778144602 0.68233327140999445 0.62520404831864185 0.62411802437459907 0.0 0.752 0.89021739130434785
0.11422911852096401 0.17035325189831627 0.69699220200519862 0.62708537782139351 0.62789203084832901 0.0 0.75360000000000005 0.89130434782608692
0.11257840871574777 0.17051832287883789 0.70341499628804749 0.60225442834138487 0.61760925449871462 0.0 0.75680000000000003 0.89130434782608692
0.11290855067679102 0.17101353582040277 0.70343546889507891 0.62982341399607589 0.64331619537275064 0.0 0.75919999999999999 0.89130434782608692
0.11290855067679102 0.17084846483988114 0.70102135561745593 0.63506028022157057 0.62435897435897436 0.0 0.72589641434262953 0.85513513513513517
0.11389897655992076 0.1718388907230109 0.71165985889342742 0.63547120418848169 0.64161849710982655 0.0 0.74399999999999999 0.88043478260869568
0.11422911852096401 0.17134367778144602 0.70510677808727951 0.63921568627450975 0.64717223650385602 0.0 0.76000000000000001 0.89021739130434785
0.115549686365137 0.17117860680092439 0.70611183355006502 0.63133791298658815 0.63840719332048812 0.0 0.76160000000000005 0.8880434782608696
0.11505447342357214 0.17068339385935952 0.71370219086520614 0.62348707883545962 0.65295629820051415 0.0 0.76319999999999999 0.89130434782608692
0.11373390557939914 0.17018818091779464 0.70548961424332346 0.64376840039254168 0.66002570694087404 0.0 0.75839999999999996 0.89130434782608692
0.11720039617035326 0.17150874876196764 0.71396731054977713 0.6472703497875123 0.61938382541720149 0.0 0.74960000000000004 0.89130434782608692
0.11637504126774513 0.1718388907230109 0.72023035482073194 0.64299738219895286 0.65211810012836968 0.0 0.75039999999999996 0.88913043478260867
0.11604489930670188 0.17150874876196764 0.71253481894150417 0.64103403141361259 0.61568123393316199 0.0 0.75919999999999999 0.89130434782608692
0.115549686365137 0.17051832287883789 0.7056092124814265 0.64171297809741745 0.63753213367609252 0.0 0.75760000000000005 0.89130434782608692
0.11439418950148564 0.17084846483988114 0.70985706330053833 0.64365183246073299 0.65167095115681239 0.0 0.75760000000000005 0.89130434782608692
0.11802575107296137 0.17167381974248927 0.7198588147872933 0.65445026178010468 0.66580976863753216 0.0 0.70399999999999996 0.8619565217391304
0.11852096401452625 0.1718388907230109 0.72575250836120397 0.65739528795811519 0.65552699228791778 0.0 0.69359999999999999 0.73456121343445291
0.11868603499504787 0.17150874876196764 0.7229654403567447 0.65390906117108272 0.65061014771997427 0.0 0.74080000000000001 0.88152173913043474
0.11488940244305051 0.17101353582040277 0.70622098421541324 0.63267973856209148 0.62146529562982 0.0 0.76160000000000005 0.88913043478260867
0.11455926048200726 0.17084846483988114 0.71945785369476423 0.62467362924281988 0.66088631984585744 0.0 0.76559999999999995 0.89130434782608692
0.11736546715087488 0.17068339385935952 0.7142857142857143 0.65314136125654454 0.6677377892030848 0.0 0.76559999999999995 0.89130434782608692
0.11786068009243975 0.17167381974248927 0.72630992196209587 0.6413612565445026 0.65019255455712455 0.0 0.76719999999999999 0.89130434782608692
0.11918124793661275 0.1718388907230109 0.72835377183203265 0.66143277723258098 0.64849262347658754 0.0 0.76559999999999995 0.89130434782608692
0.11323869263783427 0.17051832287883789 0.7074654377880184 0.65346858638743455 0.6413881748071979 0.0 0.76480000000000004 0.89130434782608692
0.11802575107296137 0.17051832287883789 0.72624350408314775 0.64998364409551845 0.67287917737789205 0.0 0.75439999999999996 0.89130434782608692
0.11687025420931001 0.17084846483988114 0.72266567662892145 0.65489041543997384 0.64258312020460362 0.0 0.75299760191846521 0.89130434782608692
0.11967646087817761 0.17134367778144602 0.72784692550622332 0.66001961425302391 0.66580976863753216 0.0 0.76559999999999995 0.89130434782608692
0.11736546715087488 0.17150874876196764 0.72580345532231094 0.64311416421328105 0.67352185089974292 0.0 0.76639999999999997 0.89130434782608692
0.11472433146252889 0.17167381974248927 0.71704418863720754 0.62703053931124109 0.66966580976863754 0.0 0.75479233226837061 0.89033659066232351
0.11670518322878838 0.17117860680092439 0.72486085343228202 0.65084525357607281 0.67030848329048842 0.0 0.72821742605915263 0.85108695652173916
0.11538461538461539 0.16474083856058105 0.71436515291936975 0.66721204188481675 0.66259640102827766 0.0 0.66720000000000002 0.75352877307274702
0.11868603499504787 0.17117860680092439 0.71256262757468913 0.66426701570680624 0.67586649550706035 0.0 0.75519999999999998 0.88478260869565217
0.11472433146252889 0.17167381974248927 0.72619268609615739 0.62902700943703227 0.66323907455012854 0.0 0.76800000000000002 0.89130434782608692
0.11934631891713436 0.1718388907230109 0.72821846553966185 0.66001308900523559 0.6741645244215938 0.0 0.76480000000000004 0.89021739130434785
0.11901617695609112 0.1718388907230109 0.73129062209842155 0.66535819430814525 0.66220522625876355 0.0 0.76639999999999997 0.89130434782608692
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
